Date,Open,High,Low,Close,Volume,BB_UPPER,BB_MIDDLE,BB_LOWER,SMA - 20,SMA - 50,SMA - 200
2017-01-03 00:00:00-05:00,225.0399932861328,225.8300018310547,223.8800048828125,225.24000549316406,91366500,,,,,,
2017-01-04 00:00:00-05:00,225.6199951171875,226.75,225.61000061035156,226.5800018310547,78744400,,,,,,
2017-01-05 00:00:00-05:00,226.27000427246094,226.5800018310547,225.47999572753906,226.39999389648438,78379000,,,,,,
2017-01-06 00:00:00-05:00,226.52999877929688,227.75,225.89999389648438,227.2100067138672,71559900,,,,,,
2017-01-09 00:00:00-05:00,226.91000366210938,227.07000732421875,226.4199981689453,226.4600067138672,46939700,,,,,,
2017-01-10 00:00:00-05:00,226.47999572753906,227.4499969482422,226.00999450683594,226.4600067138672,63771900,,,,,,
2017-01-11 00:00:00-05:00,226.36000061035156,227.10000610351562,225.58999633789062,227.10000610351562,74650000,,,,,,
2017-01-12 00:00:00-05:00,226.5,226.75,224.9600067138672,226.52999877929688,72113200,,,,,,
2017-01-13 00:00:00-05:00,226.72999572753906,227.39999389648438,226.69000244140625,227.0500030517578,62717900,,,,,,
2017-01-17 00:00:00-05:00,226.30999755859375,226.77999877929688,225.8000030517578,226.25,61240800,,,,,,
2017-01-18 00:00:00-05:00,226.5399932861328,226.8000030517578,225.89999389648438,226.75,54793300,,,,,,
2017-01-19 00:00:00-05:00,226.83999633789062,227.0,225.41000366210938,225.91000366210938,66608800,,,,,,
2017-01-20 00:00:00-05:00,226.6999969482422,227.30999755859375,225.97000122070312,226.74000549316406,129168600,,,,,,
2017-01-23 00:00:00-05:00,226.74000549316406,226.80999755859375,225.27000427246094,226.14999389648438,75061600,,,,,,
2017-01-24 00:00:00-05:00,226.39999389648438,228.0800018310547,226.27000427246094,227.60000610351562,95555300,,,,,,
2017-01-25 00:00:00-05:00,228.6999969482422,229.57000732421875,228.50999450683594,229.57000732421875,84437700,,,,,,
2017-01-26 00:00:00-05:00,229.39999389648438,229.7100067138672,229.00999450683594,229.3300018310547,59970700,,,,,,
2017-01-27 00:00:00-05:00,229.4199981689453,229.58999633789062,228.75999450683594,228.97000122070312,59711100,,,,,,
2017-01-30 00:00:00-05:00,228.1699981689453,228.1999969482422,226.41000366210938,227.5500030517578,79737300,,,,,,
2017-01-31 00:00:00-05:00,226.97999572753906,227.60000610351562,226.32000732421875,227.52999877929688,75880800,229.3102808506707,227.069002532959,224.8277242152473,227.069002532959,,
2017-02-01 00:00:00-05:00,227.52999877929688,228.58999633789062,226.94000244140625,227.6199951171875,79117700,229.26727088812498,227.18800201416016,225.10873314019534,227.18800201416016,,
2017-02-02 00:00:00-05:00,227.6199951171875,228.10000610351562,226.82000732421875,227.77000427246094,69657600,229.32161387275863,227.24750213623048,225.17339039970233,227.24750213623048,,
2017-02-03 00:00:00-05:00,228.82000732421875,229.5500030517578,228.4600067138672,229.33999633789062,80563200,229.6264376305913,227.39450225830078,225.16256688601024,227.39450225830078,,
2017-02-06 00:00:00-05:00,228.8699951171875,229.3300018310547,228.5399932861328,228.92999267578125,57790100,229.81279513206232,227.4805015563965,225.14820798073066,227.4805015563965,,
2017-02-07 00:00:00-05:00,229.3800048828125,229.66000366210938,228.72000122070312,228.94000244140625,57931200,229.9717908189453,227.60450134277343,225.23721186660157,227.60450134277343,,
2017-02-08 00:00:00-05:00,228.94000244140625,229.38999938964844,228.30999755859375,229.24000549316406,51566200,230.15391154005647,227.74350128173828,225.33309102342008,227.74350128173828,,
2017-02-09 00:00:00-05:00,229.24000549316406,230.9499969482422,229.24000549316406,230.60000610351562,65955200,230.62252956001294,227.9185012817383,225.21447300346364,227.9185012817383,,
2017-02-10 00:00:00-05:00,231.0,231.77000427246094,230.6199951171875,231.50999450683594,66015900,231.22697363808675,228.16750106811523,225.1080284981437,228.16750106811523,,
2017-02-13 00:00:00-05:00,232.0800018310547,233.07000732421875,232.0500030517578,232.77000427246094,55182100,232.0884218815377,228.4535011291504,224.8185803767631,228.4535011291504,,
2017-02-14 00:00:00-05:00,232.55999755859375,233.7100067138672,232.16000366210938,233.6999969482422,71109000,232.99746444786078,228.8260009765625,224.65453750526424,228.8260009765625,,
2017-02-15 00:00:00-05:00,233.4499969482422,235.13999938964844,233.38999938964844,234.9199981689453,86785800,234.09345547932838,229.23450088500977,224.37554629069115,229.23450088500977,,
2017-02-16 00:00:00-05:00,234.9499969482422,235.16000366210938,233.85000610351562,234.72000122070312,84722400,234.85192258985623,229.67500076293945,224.49807893602267,229.67500076293945,,
2017-02-17 00:00:00-05:00,233.9499969482422,235.08999633789062,233.92999267578125,235.08999633789062,77204100,235.60849295043863,230.09250030517578,224.57650765991292,230.09250030517578,,
2017-02-21 00:00:00-05:00,235.52000427246094,236.69000244140625,235.50999450683594,236.49000549316406,88946100,236.4954923626242,230.60950088500977,224.72350940739534,230.60950088500977,,
2017-02-22 00:00:00-05:00,236.02000427246094,236.5399932861328,235.8300018310547,236.27999877929688,62115200,237.2655940629163,231.04350051879882,224.82140697468134,231.04350051879882,,
2017-02-23 00:00:00-05:00,236.8800048828125,236.89999389648438,235.55999755859375,236.44000244140625,74615900,238.0120696884201,231.3870002746582,224.76193086089629,231.3870002746582,,
2017-02-24 00:00:00-05:00,235.4600067138672,236.7899932861328,235.41000366210938,236.74000549316406,82381600,238.71848726107294,231.75750045776368,224.79651365445443,231.75750045776368,,
2017-02-27 00:00:00-05:00,236.63999938964844,237.30999755859375,236.35000610351562,237.11000061035156,56515400,239.38623630901932,232.16450042724608,224.94276454547284,232.16450042724608,,
2017-02-28 00:00:00-05:00,236.6699981689453,236.9499969482422,236.02000427246094,236.47000122070312,96961900,239.73339760445467,232.61050033569336,225.48760306693205,232.61050033569336,,
2017-03-01 00:00:00-05:00,238.38999938964844,240.32000732421875,238.3699951171875,239.77999877929688,149158200,240.60835565978385,233.22300033569337,225.8376450116029,233.22300033569337,,
2017-03-02 00:00:00-05:00,239.55999755859375,239.57000732421875,238.2100067138672,238.27000427246094,70246000,240.97373712139554,233.75550079345703,226.53726446551852,233.75550079345703,,
2017-03-03 00:00:00-05:00,238.1699981689453,238.61000061035156,237.72999572753906,238.4199981689453,81974300,241.21239205451005,234.28800048828126,227.36360892205246,234.28800048828126,,
2017-03-06 00:00:00-05:00,237.5,238.1199951171875,237.00999450683594,237.7100067138672,55391500,241.37889063697958,234.70650100708008,228.03411137718058,234.70650100708008,,
2017-03-07 00:00:00-05:00,237.36000061035156,237.77000427246094,236.75999450683594,237.0,65103700,241.26774462430976,235.11000137329103,228.9522581222723,235.11000137329103,,
2017-03-08 00:00:00-05:00,237.33999633789062,237.63999938964844,236.39999389648438,236.55999755859375,78168800,240.9439567753955,235.4910011291504,230.0380454829053,235.4910011291504,,
2017-03-09 00:00:00-05:00,236.6999969482422,237.24000549316406,235.74000549316406,236.86000061035156,90683900,240.48630226769552,235.87200088500975,231.257699502324,235.87200088500975,,
2017-03-10 00:00:00-05:00,237.97000122070312,238.02000427246094,236.58999633789062,237.69000244140625,81991700,240.17708334296017,236.22650070190429,232.2759180608484,236.22650070190429,,
2017-03-13 00:00:00-04:00,237.6199951171875,237.86000061035156,237.24000549316406,237.80999755859375,57256800,239.86324009146233,236.5415008544922,233.21976161752207,236.5415008544922,,
2017-03-14 00:00:00-04:00,237.17999267578125,237.24000549316406,236.19000244140625,236.89999389648438,59880800,239.5563622849511,236.74800033569335,233.9396383864356,236.74800033569335,,
2017-03-15 00:00:00-04:00,237.55999755859375,239.44000244140625,237.2899932861328,238.9499969482422,96081800,239.59152825872374,237.01050033569337,234.429472412663,237.01050033569337,231.64020111083985,
2017-03-16 00:00:00-04:00,239.11000061035156,239.1999969482422,238.10000610351562,238.47999572753906,78344000,239.65079001994752,237.18850021362306,234.7262104072986,237.18850021362306,231.90500091552735,
2017-03-17 00:00:00-04:00,237.75,237.97000122070312,237.02999877929688,237.02999877929688,89002100,239.47866128329665,237.30400009155272,235.1293388998088,237.30400009155272,232.1140008544922,
2017-03-20 00:00:00-04:00,237.02999877929688,237.36000061035156,236.32000732421875,236.77000427246094,52537000,239.31867728536196,237.38800048828125,235.45732369120054,237.38800048828125,232.32140106201172,
2017-03-21 00:00:00-04:00,237.47000122070312,237.61000061035156,233.5800018310547,233.72999572753906,131809300,239.7589065503888,237.25,234.7410934496112,237.25,232.45180084228517,
2017-03-22 00:00:00-04:00,233.77000427246094,234.61000061035156,233.0500030517578,234.27999877929688,97569200,239.96273091706396,237.15,234.33726908293605,237.15,232.60820068359374,
2017-03-23 00:00:00-04:00,234.27999877929688,235.33999633789062,233.60000610351562,234.02999877929688,100410300,240.1589631123124,237.02949981689454,233.9000365214767,237.02949981689454,232.75960052490234,
2017-03-24 00:00:00-04:00,234.3800048828125,235.0399932861328,232.9600067138672,233.86000061035156,112504900,240.32111839567816,236.8854995727539,233.44988074982965,236.8854995727539,232.89480041503907,
2017-03-27 00:00:00-04:00,231.92999267578125,233.9199981689453,231.61000061035156,233.6199951171875,87454500,240.44055764712525,236.71099929809571,232.98144094906618,236.71099929809571,233.03660034179688,
2017-03-28 00:00:00-04:00,233.27000427246094,235.80999755859375,233.13999938964844,235.32000732421875,93483900,240.4338165023899,236.65349960327148,232.87318270415307,236.65349960327148,233.2020004272461,
2017-03-29 00:00:00-04:00,234.99000549316406,235.80999755859375,234.72999572753906,235.5399932861328,61950400,239.94930407670162,236.44149932861328,232.93369458052493,236.44149932861328,233.38780029296876,
2017-03-30 00:00:00-04:00,235.47000122070312,236.52000427246094,235.27000427246094,236.2899932861328,56737900,239.74314264377503,236.34249877929688,232.94185491481872,236.34249877929688,233.57860015869142,
2017-03-31 00:00:00-04:00,235.89999389648438,236.50999450683594,235.67999267578125,235.74000549316406,73733100,239.4729383316644,236.2084991455078,232.9440599593512,236.2084991455078,233.7752001953125,
2017-04-03 00:00:00-04:00,235.8000030517578,236.02999877929688,233.91000366210938,235.3300018310547,85546500,239.29648753942809,236.0894989013672,232.8825102633063,236.0894989013672,233.9470001220703,
2017-04-04 00:00:00-04:00,235.0,235.5800018310547,234.55999755859375,235.47999572753906,56466200,239.20162296092704,236.01349868774415,232.82537441456125,236.01349868774415,234.1336001586914,
2017-04-05 00:00:00-04:00,236.25999450683594,237.38999938964844,234.5399932861328,234.77999877929688,108800600,239.14757635734762,235.92449874877929,232.70142114021095,235.92449874877929,234.27720001220703,
2017-04-06 00:00:00-04:00,234.94000244140625,236.0399932861328,234.42999267578125,235.44000244140625,69135800,239.05227631191715,235.85349884033204,232.65472136874692,235.85349884033204,234.39459991455078,
2017-04-07 00:00:00-04:00,235.14999389648438,236.0,234.63999938964844,235.1999969482422,74412300,238.81878326653055,235.72899856567383,232.63921386481712,235.72899856567383,234.51199981689453,
2017-04-10 00:00:00-04:00,235.36000061035156,236.25999450683594,234.72999572753906,235.33999633789062,67615300,238.5385362953045,235.60549850463866,232.6724607139728,235.60549850463866,234.63939971923827,
2017-04-11 00:00:00-04:00,234.89999389648438,235.17999267578125,233.33999633789062,235.05999755859375,88045300,238.3904652690935,235.51349868774415,232.63653210639478,235.51349868774415,234.789599609375,
2017-04-12 00:00:00-04:00,234.74000549316406,234.9600067138672,233.77000427246094,234.02999877929688,81864400,237.71683303721443,235.2674987792969,232.81816452137934,235.2674987792969,234.919599609375,
2017-04-13 00:00:00-04:00,233.63999938964844,234.49000549316406,232.50999450683594,232.50999450683594,92880400,237.2167123823496,234.96899871826173,232.72128505417385,234.96899871826173,235.01739959716798,
2017-04-17 00:00:00-04:00,233.11000061035156,234.57000732421875,232.8800048828125,234.57000732421875,68405400,236.8776914337861,234.84599914550782,232.81430685722952,234.84599914550782,235.1533996582031,
2017-04-18 00:00:00-04:00,233.72000122070312,234.49000549316406,233.0800018310547,233.8699951171875,83225800,236.56123126303976,234.70099868774415,232.84076611244853,234.70099868774415,235.24399963378906,
2017-04-19 00:00:00-04:00,234.52000427246094,234.9499969482422,233.17999267578125,233.44000244140625,68699900,236.58277070293238,234.6864990234375,232.79022734394263,234.6864990234375,235.33419982910155,
2017-04-20 00:00:00-04:00,234.14999389648438,235.85000610351562,233.77999877929688,235.33999633789062,92572200,236.64715143466057,234.7394989013672,232.83184636807383,234.7394989013672,235.46219970703126,
